S.No.,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,CrdY,CrdR,Gls/per 90,Ast/per 90,xG/expexted season,xA/expected season,xG/per 90,xA/per 90,Season
2182,Marc Navarro,es ESP,DF,LeganÃ©s,24,1995,4,3,219,2.4,0,0,1,0,0,0,0.2,0,0.08,0,2019/2020
2183,Ximo Navarro,es ESP,DF,AlavÃ©s,29,1990,23,22,1903,21.1,0,0,8,0,0,0,0.4,0.1,0.02,0.01,2019/2020
2184,JesÃºs Navas,es ESP,DF,Sevilla,33,1985,38,37,3369,37.4,0,7,4,0,0,0.19,0.2,6.3,0.01,0.17,2019/2020
2185,RaÃºl Navas,es ESP,DF,Osasuna,31,1988,9,8,711,7.9,0,0,2,0,0,0,0,0.1,0,0.02,2019/2020
2186,Neto,br BRA,GK,Barcelona,30,1989,2,2,180,2,0,0,0,0,0,0,0,0,0,0,2019/2020
2187,Carlos Neva,es ESP,DF,Granada,23,1996,26,25,2205,24.5,0,1,2,0,0,0.04,0.6,1.1,0.02,0.05,2019/2020
2188,SaÃºl Ã‘Ã­guez,es ESP,MFDF,AtlÃ©tico Madrid,24,1994,35,35,3072,34.1,6,0,10,0,0.18,0,4.3,1.5,0.13,0.04,2019/2020
2189,Fernando NiÃ±o,es ESP,FW,Villarreal,18,2000,5,1,83,0.9,1,0,1,0,1.08,0,0.3,0,0.29,0,2019/2020
2190,Nolito,es ESP,FWMF,Celta Vigo,32,1986,7,1,324,3.6,2,1,3,1,0.56,0.28,2,0.4,0.57,0.1,2019/2020
2191,Nolito,es ESP,FW,Sevilla,32,1986,15,12,898,10,3,0,0,0,0.3,0,2.1,0.7,0.21,0.07,2019/2020
2192,Unai NÃºÃ±ez,es ESP,DF,Athletic Club,22,1997,20,16,1572,17.5,0,0,7,0,0,0,0.4,0.1,0.02,0.01,2019/2020
2193,Allan Nyom,cm CMR,DFMF,Getafe,31,1988,34,31,2422,26.9,2,0,13,2,0.07,0,0.7,0.9,0.03,0.03,2019/2020
2194,Jan Oblak,si SVN,GK,AtlÃ©tico Madrid,26,1993,38,38,3395,37.7,0,0,0,0,0,0,0,0,0,0,2019/2020
2195,Rafael Obrador,es ESP,DF,Mallorca,15,2004,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2019/2020
2196,Lucas Ocampos,ar ARG,FW,Sevilla,25,1994,33,31,2745,30.5,14,3,10,1,0.46,0.1,10.6,2.5,0.35,0.08,2019/2020
2197,Martin Ã˜degaard,no NOR,MF,Real Sociedad,20,1998,31,29,2527,28.1,4,6,3,0,0.14,0.21,3.3,5.2,0.12,0.18,2019/2020
2198,Ãlvaro Odriozola,es ESP,DF,Real Madrid,23,1995,4,4,343,3.8,0,1,3,1,0,0.26,0.2,0.8,0.06,0.2,2019/2020
2199,Lucas Olaza,uy URU,DF,Celta Vigo,25,1994,35,35,3144,34.9,1,3,5,0,0.03,0.09,0.8,3.6,0.02,0.1,2019/2020
2200,Oier OlazÃ¡bal,es ESP,GK,Espanyol,29,1989,2,2,180,2,0,0,0,0,0,0,0,0,0,0,2019/2020
2201,Kiko Olivas,es ESP,DF,Valladolid,30,1988,35,33,2943,32.7,2,0,2,0,0.06,0,1.6,0.2,0.05,0.01,2019/2020
2202,Paulo Oliveira,pt POR,DF,Eibar,27,1992,26,23,2090,23.2,1,0,7,1,0.04,0,1,0.2,0.04,0.01,2019/2020
2203,MathÃ­as Olivera,uy URU,DF,Getafe,21,1997,24,21,1870,20.8,0,1,7,1,0,0.05,0.7,0.8,0.04,0.04,2019/2020
2204,Kenneth Omeruo,ng NGA,DF,LeganÃ©s,25,1993,23,22,1874,20.8,1,0,5,0,0.05,0,0.5,0.4,0.03,0.02,2019/2020
2205,Javier Ontiveros,es ESP,FWMF,Villarreal,21,1997,30,7,889,9.9,2,1,2,0,0.2,0.1,2.2,1.4,0.22,0.14,2019/2020
2206,FabiÃ¡n Orellana,cl CHI,MFFW,Eibar,33,1986,29,28,2390,26.6,8,7,9,1,0.3,0.26,7.4,4.8,0.28,0.18,2019/2020
2207,Aimar Oroz,es ESP,FW,Osasuna,17,2001,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,2019/2020
2208,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,22,1997,37,36,3051,33.9,10,11,4,0,0.29,0.32,8.4,7.4,0.25,0.22,2019/2020
2209,Fernando Pacheco,es ESP,GK,AlavÃ©s,27,1992,27,27,2358,26.2,0,0,0,1,0,0,0,0,0,0,2019/2020
2210,Jon Pacheco,es ESP,DF,Real Sociedad,18,2001,1,1,77,0.9,0,0,0,0,0,0,0,0,0,0,2019/2020
2211,Daniel Parejo,es ESP,MF,Valencia,30,1989,35,35,3024,33.6,8,3,6,1,0.24,0.09,6.2,4.1,0.19,0.12,2019/2020
2212,Miquel Parera,es ESP,GK,Mallorca,23,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,2019/2020
2213,Thomas Partey,gh GHA,MF,AtlÃ©tico Madrid,26,1993,35,29,2549,28.3,3,0,13,0,0.11,0,1.5,1,0.05,0.03,2019/2020
2214,Paulino,es ESP,MF,AlavÃ©s,22,1997,3,0,75,0.8,0,0,0,0,0,0,0,0,0,0,2019/2020
2215,Gabriel Paulista,br BRA,DF,Valencia,28,1990,33,31,2801,31.1,1,1,5,0,0.03,0.03,0.7,0,0.02,0,2019/2020
2216,Alfonso Pedraza,es ESP,DF,Betis,23,1996,21,15,1349,15,1,0,3,0,0.07,0,1.2,0.8,0.08,0.05,2019/2020
2217,Marc Pedraza,es ESP,MF,Mallorca,32,1987,3,2,130,1.4,0,0,0,0,0,0,0,0,0,0,2019/2020
2218,Pedrosa,es ESP,DFMF,Espanyol,21,1998,20,11,1087,12.1,1,0,3,0,0.08,0,1.7,0.4,0.14,0.03,2019/2020
2219,RubÃ©n PeÃ±a,es ESP,DF,Villarreal,28,1991,26,21,1909,21.2,2,2,5,0,0.09,0.09,1.1,1.3,0.05,0.06,2019/2020
2220,Luis Perea,es ESP,FWMF,Osasuna,21,1997,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,2019/2020
2221,Victor Perea,es ESP,DF,Espanyol,19,2000,18,14,1270,14.1,0,0,2,0,0,0,0.1,0.6,0.01,0.05,2019/2020
2222,Carles PÃ©rez,es ESP,FW,Barcelona,21,1998,10,5,476,5.3,1,2,0,0,0.19,0.38,0.8,0.3,0.16,0.06,2019/2020
2223,IÃ±igo PÃ©rez,es ESP,MF,Osasuna,31,1988,22,11,1082,12,2,1,4,0,0.17,0.08,1.1,0.7,0.09,0.06,2019/2020
2224,Juan PÃ©rez,es ESP,GK,Osasuna,23,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,2019/2020
2225,Kike PÃ©rez,es ESP,MFFW,Valladolid,22,1997,6,2,218,2.4,0,0,1,0,0,0,0.5,0.1,0.21,0.05,2019/2020
2226,Lucas PÃ©rez,es ESP,FW,AlavÃ©s,30,1988,34,29,2496,27.7,11,5,4,0,0.4,0.18,9.9,5.9,0.36,0.21,2019/2020
2227,RubÃ©n PÃ©rez,es ESP,MF,LeganÃ©s,30,1989,26,25,2194,24.4,1,1,9,0,0.04,0.04,1.1,0.5,0.04,0.02,2019/2020
2228,Samu PÃ©rez,es ESP,GK,Valladolid,22,1997,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,2019/2020
2229,Pablo Piatti,ar ARG,DFMF,Espanyol,30,1989,3,0,56,0.6,0,0,0,0,0,0,0.1,0,0.12,0,2019/2020
2230,Cristiano Piccini,it ITA,DF,Valencia,26,1992,2,1,75,0.8,0,0,0,0,0,0,0.1,0,0.11,0,2019/2020
2231,TomÃ¡s Pina Isla,es ESP,MF,AlavÃ©s,31,1987,20,17,1344,14.9,1,0,6,1,0.07,0,0.9,0.5,0.06,0.03,2019/2020
2232,Pipa,es ESP,DF,Espanyol,21,1998,7,5,473,5.3,0,0,3,0,0,0,0.3,0.3,0.07,0.05,2019/2020
2233,Gerard PiquÃ©,es ESP,DF,Barcelona,32,1987,35,35,3092,34.4,1,0,15,0,0.03,0,2.3,0.6,0.07,0.02,2019/2020
2234,Ã“scar Plano,es ESP,MF,Valladolid,28,1991,36,28,2505,27.8,4,2,6,0,0.14,0.07,4.3,2.7,0.16,0.1,2019/2020
2235,Pere Pons,es ESP,MF,AlavÃ©s,26,1993,30,7,1088,12.1,1,1,3,0,0.08,0.08,0.2,0.9,0.02,0.08,2019/2020
2236,Pedro Porro,es ESP,DFMF,Valladolid,19,1999,13,7,739,8.2,0,0,1,0,0,0,0,0.2,0,0.02,2019/2020
2237,Francisco Portillo,es ESP,MF,Getafe,29,1990,16,3,376,4.2,0,2,3,0,0,0.48,0.3,0.9,0.07,0.22,2019/2020
2238,Portu,es ESP,FWMF,Real Sociedad,27,1992,35,25,2393,26.6,7,7,5,0,0.26,0.26,5.8,5.1,0.22,0.19,2019/2020
2239,Sergio Postigo,es ESP,DF,Levante,30,1988,28,27,2374,26.4,1,1,6,0,0.04,0.04,0.7,0.5,0.03,0.02,2019/2020
2240,Florent Poulolo,mq MTQ,MF,Getafe,22,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019/2020
2241,DarÃ­o Poveda,es ESP,FW,AtlÃ©tico Madrid,22,1997,1,0,8,0.1,0,0,0,0,0,0,0.1,0,1.17,0,2019/2020
2242,Alejandro Pozo Pozo,es ESP,FWMF,Sevilla,20,1999,3,0,37,0.4,0,0,0,0,0,0,0,0,0,0,2019/2020
2243,Alejandro Pozo Pozo,es ESP,DF,Mallorca,20,1999,19,16,1498,16.6,1,2,0,0,0.06,0.12,0.3,1.2,0.02,0.07,2019/2020
2244,AbdÃ³n Prats,es ESP,FWMF,Mallorca,26,1992,20,0,279,3.1,0,0,1,0,0,0,1.4,0.1,0.44,0.03,2019/2020
2245,Antonio Puertas,es ESP,FWMF,Granada,27,1992,36,27,2563,28.5,7,3,7,0,0.25,0.11,7.2,3.3,0.25,0.12,2019/2020
2246,Riqui Puig,es ESP,MF,Barcelona,19,1999,11,5,510,5.7,0,2,1,0,0,0.35,0.6,1.6,0.1,0.29,2019/2020
2247,Quini,es ESP,DF,Granada,29,1989,10,8,718,8,0,0,2,0,0,0,0.2,0.2,0.03,0.03,2019/2020
2248,Xavi QuintillÃ ,es ESP,DF,Villarreal,22,1996,19,17,1573,17.5,0,2,6,0,0,0.11,0.2,1.3,0.01,0.07,2019/2020
2249,Quique,es ESP,FW,Eibar,29,1990,15,4,490,5.4,0,1,0,0,0,0.18,0.7,0.3,0.12,0.05,2019/2020
2250,Nemanja Radoja,rs SRB,MF,Levante,26,1993,26,22,1993,22.1,1,0,3,0,0.05,0,0.2,0.6,0.01,0.03,2019/2020
2251,Rafinha,br BRA,MF,Celta Vigo,26,1993,29,25,2111,23.5,4,1,5,0,0.17,0.04,1.8,1.4,0.08,0.06,2019/2020
2252,Rafinha,br BRA,FWMF,Barcelona,26,1993,3,2,186,2.1,0,0,0,0,0,0,0.4,0.3,0.18,0.15,2019/2020
2253,Baba Rahman,gh GHA,DF,Mallorca,25,1994,2,2,108,1.2,0,0,1,0,0,0,0.1,0,0.07,0,2019/2020
2254,Antonio Raillo,es ESP,DF,Mallorca,27,1991,32,32,2775,30.8,1,0,9,1,0.03,0,1.8,0.2,0.06,0.01,2019/2020
2255,Ivan RakitiÄ‡,hr CRO,MF,Barcelona,31,1988,31,16,1589,17.7,1,3,5,0,0.06,0.17,2.1,1.4,0.12,0.08,2019/2020
2256,Sandro RamÃ­rez,es ESP,FWMF,Valladolid,24,1995,24,15,1306,14.5,3,1,2,0,0.21,0.07,4.5,1.7,0.31,0.12,2019/2020
2257,IvÃ¡n Ramis,es ESP,DF,Eibar,34,1984,7,6,457,5.1,1,0,1,0,0.2,0,0.2,0,0.03,0,2019/2020
2258,AdriÃ¡n Ramos,co COL,FW,Granada,33,1986,7,2,226,2.5,0,0,0,0,0,0,0.5,0.1,0.18,0.03,2019/2020
2259,Sergio Ramos,es ESP,DF,Real Madrid,33,1986,35,35,3013,33.5,11,0,10,0,0.33,0,10.2,0.3,0.3,0.01,2019/2020
2260,RaÃºl,es ESP,FWMF,Betis,18,2000,3,0,19,0.2,0,0,0,0,0,0,0,0,0,0,2019/2020
2261,Recio,es ESP,MF,LeganÃ©s,28,1991,25,18,1570,17.4,0,0,11,0,0,0,1.2,0.3,0.07,0.02,2019/2020
2262,Sergio ReguilÃ³n,es ESP,DF,Sevilla,22,1996,31,29,2509,27.9,2,4,8,0,0.07,0.14,1.9,3.7,0.07,0.13,2019/2020
2263,Manolo Reina,es ESP,GK,Mallorca,34,1985,36,36,3240,36,0,0,4,0,0,0,0,0,0,0,2019/2020
2264,Ãlex Remiro,es ESP,GK,Real Sociedad,24,1995,25,25,2250,25,0,0,0,0,0,0,0.1,0,0.01,0,2019/2020
2265,Nico Ribaudo,es ESP,FWMF,Espanyol,18,2001,6,2,182,2,0,0,1,0,0,0,0.1,0.8,0.06,0.37,2019/2020
2266,Luis Rioja,es ESP,MF,AlavÃ©s,25,1993,28,19,1634,18.2,0,0,3,0,0,0,0.6,2.2,0.03,0.12,2019/2020
2267,Rodrigo Riquelme,es ESP,MF,AtlÃ©tico Madrid,19,2000,1,0,13,0.1,0,0,0,0,0,0,0.1,0,0.82,0,2019/2020
2268,Cristian Rivera,es ESP,MF,LeganÃ©s,22,1997,5,3,311,3.5,0,0,3,0,0,0,0,0.1,0.01,0.03,2019/2020
2269,Rober,es ESP,DF,Levante,24,1995,4,2,191,2.1,0,0,0,0,0,0,0,0,0,0,2019/2020
2270,Roberto,es ESP,GK,AlavÃ©s,33,1986,9,8,790,8.8,0,0,1,0,0,0,0,0,0,0,2019/2020
2271,Sergi Roberto,es ESP,DFMF,Barcelona,27,1992,30,27,2339,26,1,2,8,0,0.04,0.08,0.8,2.4,0.03,0.09,2019/2020
2272,Joel Robles,es ESP,GK,Betis,29,1990,33,33,2887,32.1,0,0,3,1,0,0,0,0,0,0,2019/2020
2273,Marc Roca,es ESP,MF,Espanyol,22,1996,35,35,3008,33.4,2,1,8,0,0.06,0.03,2.3,2.6,0.07,0.08,2019/2020
2274,RubÃ©n Rochina,es ESP,MF,Levante,28,1991,28,22,1875,20.8,5,3,5,0,0.24,0.14,2.6,2.6,0.13,0.13,2019/2020
2275,Rodrigo,es ESP,FW,Valencia,28,1991,27,23,1880,20.9,4,7,2,1,0.19,0.34,5.7,4.4,0.27,0.21,2019/2020
2276,KÃ©vin Rodrigues,pt POR,DFMF,LeganÃ©s,25,1994,26,22,1931,21.5,1,2,6,1,0.05,0.09,1.1,3.3,0.05,0.16,2019/2020
2277,KÃ©vin Rodrigues,pt POR,DF,Real Sociedad,25,1994,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,2019/2020
2278,Ãngel RodrÃ­guez,es ESP,FW,Getafe,32,1987,32,9,1407,15.6,10,3,6,0,0.64,0.19,6.4,1.7,0.41,0.11,2019/2020
2279,Ã“scar RodrÃ­guez Arnaiz,es ESP,MFFW,LeganÃ©s,21,1998,30,22,1914,21.3,9,2,6,1,0.42,0.09,4.6,2.9,0.22,0.14,2019/2020
2280,Dani RodrÃ­guez,es ESP,MFFW,Mallorca,31,1988,37,36,3039,33.8,5,2,7,0,0.15,0.06,4.5,2.2,0.13,0.07,2019/2020
2281,Guido RodrÃ­guez,ar ARG,MF,Betis,25,1994,14,11,936,10.4,1,0,5,0,0.1,0,1,0,0.09,0,2019/2020
2282,James RodrÃ­guez,co COL,MF,Real Madrid,28,1991,8,5,419,4.7,1,1,1,0,0.21,0.21,0.9,1.8,0.19,0.39,2019/2020
2283,Mario Rodriguez,es ESP,FW,Granada,22,1997,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2019/2020
2284,Rodrygo,br BRA,FW,Real Madrid,18,2001,19,12,1019,11.3,2,0,0,0,0.18,0,2.6,1,0.23,0.09,2019/2020
2285,Luka Romero,ar ARG,MF,Mallorca,14,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,2019/2020
2286,Facundo Roncaglia,ar ARG,DF,Osasuna,32,1987,16,15,1277,14.2,1,0,4,2,0.07,0,0,0.2,0,0.01,2019/2020
2287,Roberto Rosales,ve VEN,DF,LeganÃ©s,30,1988,25,21,1871,20.8,0,1,7,0,0,0.05,0.4,2.1,0.02,0.1,2019/2020
2288,RubÃ©n,es ESP,GK,Osasuna,35,1984,19,18,1583,17.6,0,0,0,0,0,0,0,0,0,0,2019/2020
2289,Waldo Rubio,es ESP,MFFW,Valladolid,23,1995,21,9,878,9.8,0,2,6,0,0,0.21,0.6,1,0.06,0.11,2019/2020
2290,Aitor Ruibal,es ESP,DFFW,LeganÃ©s,23,1996,25,13,1220,13.6,0,0,4,0,0,0,0.7,0.8,0.05,0.06,2019/2020
2291,Jorge SÃ¡enz,es ESP,DFFW,Celta Vigo,22,1996,7,5,371,4.1,0,0,3,1,0,0,0,0,0,0,2019/2020
2292,Borja Sainz,es ESP,MFFW,AlavÃ©s,18,2001,19,5,573,6.4,1,0,1,0,0.16,0,1.3,0.5,0.2,0.07,2019/2020
2293,Yannis Salibur,fr FRA,MFFW,Mallorca,28,1991,4,0,82,0.9,0,0,0,0,0,0,0,0.1,0.02,0.1,2019/2020
2294,Mohammed Salisu,gh GHA,DF,Valladolid,20,1999,31,30,2725,30.3,1,1,4,0,0.03,0.03,1.2,0.1,0.04,0,2019/2020
2295,Fede San Emeterio,es ESP,MF,Valladolid,22,1997,25,20,1751,19.5,0,0,4,0,0,0,0,0.2,0,0.01,2019/2020
2296,Mikel San JosÃ©,es ESP,MF,Athletic Club,30,1989,9,3,359,4,0,0,3,0,0,0,0.5,0,0.13,0.01,2019/2020
2297,Oihan Sancet,es ESP,MF,Athletic Club,19,2000,17,9,741,8.2,1,1,1,0,0.12,0.12,0.9,0.7,0.11,0.08,2019/2020
2298,GermÃ¡n SÃ¡nchez,es ESP,DF,Granada,32,1986,28,26,2293,25.5,2,0,12,1,0.08,0,1.5,0.1,0.06,0,2019/2020
2299,Javi SÃ¡nchez,es ESP,DF,Valladolid,22,1997,8,6,497,5.5,0,1,1,0,0,0.18,0.4,0.1,0.07,0.02,2019/2020
2300,Manuel SÃ¡nchez,es ESP,DF,AtlÃ©tico Madrid,18,2000,5,4,325,3.6,0,0,1,0,0,0,0,0.3,0,0.08,2019/2020
2301,VÃ­ctor SÃ¡nchez,es ESP,MFDF,Espanyol,31,1987,25,20,1688,18.8,0,1,11,1,0,0.05,0.3,1.2,0.02,0.07,2019/2020
2302,Luca Sangalli,es ESP,MF,Real Sociedad,24,1995,11,5,372,4.1,0,1,0,0,0,0.24,0.5,0.5,0.11,0.11,2019/2020
2303,Oier Sanjurjo,es ESP,MF,Osasuna,33,1986,29,27,2320,25.8,2,1,15,1,0.08,0.04,2,1,0.08,0.04,2019/2020
2304,Ivan Å aponjiÄ‡,rs SRB,DFFW,AtlÃ©tico Madrid,21,1997,2,0,6,0.1,0,0,0,0,0,0,0.1,0,1.92,0,2019/2020
2305,Joan Sastre Vanrell,es ESP,DF,Mallorca,22,1997,19,16,1360,15.1,0,2,4,0,0,0.13,0.5,1.4,0.03,0.09,2019/2020
2306,Stefan SaviÄ‡,me MNE,DF,AtlÃ©tico Madrid,28,1991,22,22,1980,22,0,0,6,0,0,0,0.1,0.1,0.01,0.01,2019/2020
2307,Aleksandar Sedlar,rs SRB,DF,Mallorca,27,1991,12,9,814,9,0,0,3,1,0,0,0,0,0,0.01,2019/2020
2308,NÃ©lson Semedo,pt POR,DF,Barcelona,25,1993,32,24,2097,23.3,1,2,2,0,0.04,0.09,1,2.1,0.04,0.09,2019/2020
2309,Josep SeÃ±Ã©,es ESP,MF,Mallorca,27,1991,6,1,150,1.7,0,0,0,0,0,0,0.1,0.1,0.06,0.03,2019/2020
2310,Salva Sevilla,es ESP,MF,Mallorca,35,1984,35,31,2568,28.5,5,3,10,1,0.18,0.11,3.8,3.4,0.13,0.12,2019/2020
2311,Sidnei,br BRA,DF,Betis,29,1989,14,14,1175,13.1,1,0,1,0,0.08,0,0.3,0,0.02,0,2019/2020
2312,Jonathan Silva,ar ARG,DF,LeganÃ©s,25,1994,33,32,2785,30.9,1,2,13,1,0.03,0.06,1.6,2.1,0.05,0.07,2019/2020
2313,Rui Silva,pt POR,GK,Granada,25,1994,35,35,3150,35,0,0,3,0,0,0,0,0.5,0,0.01,2019/2020
2314,Unai SimÃ³n,es ESP,GK,Athletic Club,22,1997,34,34,2991,33.2,0,0,2,1,0,0,0,0,0,0,2019/2020
2315,Dimitris Siovas,gr GRE,DF,LeganÃ©s,30,1988,24,23,1918,21.3,0,0,7,0,0,0,0.9,0.1,0.04,0,2019/2020
2316,Pione Sisto,dk DEN,FWMF,Celta Vigo,24,1995,21,8,891,9.9,2,0,2,0,0.2,0,2,0.3,0.2,0.03,2019/2020
2317,Antonio Sivera,es ESP,GK,AlavÃ©s,22,1996,3,3,270,3,0,0,1,0,0,0,0,0,0,0,2019/2020
2318,Fyodor Smolov,ru RUS,FW,Celta Vigo,29,1990,14,10,743,8.3,2,0,4,0,0.24,0,2.3,0.4,0.28,0.05,2019/2020
2319,Rafa Soares,pt POR,DF,Eibar,24,1995,6,6,435,4.8,0,0,1,0,0,0,0,0.2,0,0.04,2019/2020
2320,RubÃ©n Sobrino,es ESP,FWMF,Valencia,27,1992,13,1,170,1.9,1,0,0,0,0.53,0,0.4,0.2,0.22,0.11,2019/2020
2321,Roberto Soldado,es ESP,FW,Granada,34,1985,33,30,2347,26.1,7,4,14,0,0.27,0.15,4.7,3.8,0.18,0.15,2019/2020
2322,Carlos Soler,es ESP,MF,Valencia,22,1997,28,24,2066,23,2,0,4,0,0.09,0,1.6,1.1,0.07,0.05,2019/2020
2323,KÃ©vin Soni,cm CMR,FW,Espanyol,21,1998,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2019/2020
2324,David Soria,es ESP,GK,Getafe,26,1993,38,38,3420,38,0,0,2,0,0,0,0,0,0,0,2019/2020
2325,Bruno Soriano,es ESP,MF,Villarreal,35,1984,7,1,263,2.9,0,0,1,0,0,0,0.1,0,0.04,0,2019/2020
2326,Juan Soriano,es ESP,GK,LeganÃ©s,21,1997,11,11,990,11,0,0,2,0,0,0,0.3,0,0.03,0,2019/2020
2327,DamiÃ¡n SuÃ¡rez,uy URU,DF,Getafe,31,1988,30,30,2592,28.8,1,4,15,0,0.03,0.14,0.8,2.3,0.03,0.08,2019/2020
2328,Denis SuÃ¡rez,es ESP,MFFW,Celta Vigo,25,1994,26,20,1630,18.1,1,5,2,0,0.06,0.28,2.3,4.6,0.13,0.25,2019/2020
2329,Luis SuÃ¡rez,uy URU,FW,Barcelona,32,1987,28,22,1998,22.2,16,8,4,0,0.72,0.36,13.8,3.6,0.62,0.16,2019/2020
2330,Ki Sung-yueng,kr KOR,MF,Mallorca,30,1989,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,2019/2020
2331,Suso,es ESP,FWMF,Sevilla,25,1993,17,8,785,8.7,1,1,0,0,0.11,0.11,1,1.3,0.11,0.14,2019/2020
2332,Tachi,es ESP,DF,AlavÃ©s,21,1997,6,2,238,2.6,0,0,1,0,0,0,0,0,0,0,2019/2020
2333,Rodrigo TarÃ­n,es ESP,DF,LeganÃ©s,23,1996,14,12,951,10.6,0,0,1,0,0,0,0.2,0,0.02,0,2019/2020
2334,Ãlvaro Tejero,es ESP,DF,Eibar,23,1996,18,16,1447,16.1,0,0,4,0,0,0,0.1,0.9,0.01,0.06,2019/2020
2335,Cristian Tello,es ESP,MFFW,Betis,27,1991,27,5,787,8.7,2,0,1,0,0.23,0,1.6,0.3,0.19,0.03,2019/2020
2336,Marc-AndrÃ© ter Stegen,de GER,GK,Barcelona,27,1992,36,36,3240,36,0,2,1,0,0,0.06,0,0.7,0,0.02,2019/2020
2337,David Timor,es ESP,MFDF,Getafe,29,1989,22,10,943,10.5,3,0,4,0,0.29,0,0.6,0.1,0.06,0.01,2019/2020
2338,Jean-Clair Todibo,fr FRA,DF,Barcelona,19,1999,2,1,77,0.9,0,0,0,0,0,0,0,0,0,0,2019/2020
2339,Karl Toko Ekambi,cm CMR,FW,Villarreal,26,1992,18,11,993,11,6,2,0,0,0.54,0.18,7.1,1.2,0.64,0.1,2019/2020
2340,RaÃºl de TomÃ¡s,es ESP,FW,Espanyol,24,1994,14,11,1075,11.9,4,0,5,0,0.33,0,4,0.4,0.34,0.04,2019/2020
2341,ToÃ±o,es ESP,DF,Levante,29,1989,20,18,1589,17.7,0,2,2,0,0,0.11,0.2,1.6,0.01,0.09,2019/2020
2342,FerrÃ¡n Torres,es ESP,MFFW,Valencia,19,2000,34,26,2251,25,4,5,5,0,0.16,0.2,3.6,4.2,0.15,0.17,2019/2020
2343,Ã“liver Torres,es ESP,MFFW,Sevilla,24,1994,28,21,1596,17.7,3,3,5,0,0.17,0.17,1.6,2.1,0.09,0.12,2019/2020
2344,Pau Torres,es ESP,DF,Villarreal,22,1997,34,33,2971,33,2,1,6,0,0.06,0.03,1.2,1.6,0.04,0.05,2019/2020
2345,Roberto Torres,es ESP,MFFW,Osasuna,30,1989,36,31,2717,30.2,7,8,1,0,0.23,0.26,8.1,5.8,0.27,0.19,2019/2020
2346,Aleksandar Trajkovski,mk MKD,MF,Mallorca,26,1992,14,1,330,3.7,0,0,0,0,0,0,0.7,1.2,0.18,0.32,2019/2020
2347,Manu Trigueros,es ESP,MF,Villarreal,27,1991,29,17,1547,17.2,2,4,6,0,0.12,0.23,2.5,3.8,0.14,0.22,2019/2020
2348,Kieran Trippier,eng ENG,DF,AtlÃ©tico Madrid,28,1990,25,23,1979,22,0,4,2,0,0,0.18,0.2,3.5,0.01,0.16,2019/2020
2349,Samuel Umtiti,fr FRA,DF,Barcelona,25,1993,13,10,949,10.5,0,0,6,0,0,0,0,0,0,0,2019/2020
2350,Enes Ãœnal,tr TUR,FW,Valladolid,22,1997,35,23,2344,26,6,2,4,0,0.23,0.08,9.1,2.7,0.35,0.1,2019/2020
2351,TomÃ¡Å¡ VaclÃ­k,cz CZE,GK,Sevilla,30,1989,33,33,2925,32.5,0,0,0,0,0,0,0,0,0,0,2019/2020
2352,Ãlvaro Vadillo,es ESP,FWMF,Granada,24,1994,22,15,1218,13.5,3,1,0,0,0.22,0.07,1.9,1.6,0.14,0.12,2019/2020
2353,GermÃ¡n Valera,es ESP,FW,AtlÃ©tico Madrid,17,2002,1,0,4,0,0,0,0,0,0,0,0,0.1,0,1.34,2019/2020
2354,Martin Valjent,sk SVK,DF,Mallorca,23,1995,36,36,3182,35.4,0,0,6,0,0,0,0.5,0.6,0.02,0.02,2019/2020
2355,JesÃºs Vallejo,es ESP,DF,Granada,22,1997,11,7,629,7,0,0,1,0,0,0,0.1,0.2,0.01,0.02,2019/2020
2356,Manu Vallejo,es ESP,MFFW,Valencia,22,1997,11,3,418,4.6,2,0,0,0,0.43,0,1.7,0.4,0.36,0.08,2019/2020
2357,Federico Valverde,uy URU,MF,Real Madrid,21,1998,33,21,1907,21.2,2,5,1,0,0.09,0.24,1.8,3.5,0.09,0.16,2019/2020
2358,RaphaÃ«l Varane,fr FRA,DF,Real Madrid,26,1993,32,32,2822,31.4,3,1,2,0,0.1,0.03,0.7,0.5,0.02,0.02,2019/2020
2359,MatÃ­as Vargas,ar ARG,FWMF,Espanyol,22,1997,21,10,1024,11.4,0,3,1,0,0,0.26,1,2.5,0.09,0.22,2019/2020
2360,Franco VÃ¡zquez,ar ARG,MFFW,Sevilla,30,1989,31,11,1098,12.2,3,0,5,0,0.25,0,1.4,0.4,0.11,0.03,2019/2020
